[2018-05-11 14:22:08,440] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:22:18,155] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:22:23,713] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:35:10,755] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:35:18,536] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:35:23,312] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:36:02,230] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:36:09,213] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:36:13,979] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:41:17,282] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:41:23,767] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:41:30,640] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:42:25,292] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:42:31,595] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:42:31,604] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:51:06,757] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:51:13,670] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:51:13,677] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:55:07,210] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:55:13,476] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:55:13,516] - Comlog.py[line:30] - fuc:__console- INFO: Had find the element ' 登录 ' successful by xpath via value:  /html/body/div[1]/div/div[1]/div/a[1] 
[2018-05-11 14:55:14,009] - Comlog.py[line:30] - fuc:__console- INFO: Had find the element '  ' successful by id via value: UserName 
[2018-05-11 14:55:14,115] - Comlog.py[line:30] - fuc:__console- INFO: Had type 'lwk9003@163.com\ in inputbox
[2018-05-11 14:55:14,118] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
[2018-05-11 14:55:28,473] - Comlog.py[line:30] - fuc:__console- INFO: ---测试开始----
[2018-05-11 14:55:34,456] - Comlog.py[line:30] - fuc:__console- INFO: ----开始测试登录----
[2018-05-11 14:55:34,492] - Comlog.py[line:30] - fuc:__console- INFO: Had find the element ' 登录 ' successful by xpath via value:  /html/body/div[1]/div/div[1]/div/a[1] 
[2018-05-11 14:55:39,855] - Comlog.py[line:30] - fuc:__console- INFO: Had find the element '  ' successful by id via value: UserName 
[2018-05-11 14:55:39,964] - Comlog.py[line:30] - fuc:__console- INFO: Had type 'lwk9003@163.com\ in inputbox
[2018-05-11 14:55:39,969] - Comlog.py[line:30] - fuc:__console- INFO: ---测试结束---
